raw_question,correct_answer
"The American Football team are the 'Redskins', the Baseball team are the 'Nationals', and the Basketball team are the 'Wizards'. Which city?","['Government of D.C.', 'Washington-DC', 'Us capital', 'DC Washington', 'United States capital', 'UN/LOCODE:USWAS', 'Wasington D.C.', 'The District of Columbia', 'Washington,D.C', 'Washington, Dc', 'Washington city', 'Washington, D.C., United States', 'Washington (District of Columbia)', 'Washington dc', 'Washington, DC', 'D.C. Washington', 'Wash DC', 'Wash. DC', 'Wash, D.C.', 'WASHINGTON D.C', 'District of Columbia, District of Columbia', 'Distric of Columbia', 'Washington DC, United States of America', 'One District', 'Wash. D.C.', 'Culture of Washington, DC', 'United States Capital', 'District of Columbia, United States', 'Washington D. C.', 'Capital of the USA', 'District of Columbia', 'Washington City', 'Wasington, DC', 'Washington Dc', ""L'Enfant City"", 'Distict of Columbia', 'Capital of the United States', 'Washington, D.C', 'Washington, US-DC', 'Washington District of Columbia', 'Washington (city)', 'Wasington DC', 'Federal district (United States)', 'Wash, DC', 'Washington, D.c.', 'Washington DC, USA', 'Washington DC.', 'District Of Columbia', 'Climate of Washington, D.C.', 'Distric of colombia', 'Washington, D C', 'District of Columbia County, DC', 'Washington D.C', 'District of columbia', 'Washington, DC.', 'District of Columbia government', 'American Federal District', 'Washington, District Of Columbia', 'Wahington D.C', 'Washington, District of Columbia', 'City of Washington', 'Federal district of the United States', 'Washington D.C.', 'Washington (D.C.)', 'Washington DC', '1 District', 'Washington, D. C.', 'Districtofcolumbia', 'Washington, D.C., USA', 'Culture of Washington, D C', 'Washington, D.C.', 'Washingtondc', 'Culture of Washington, D. C.', 'Culture of Washington, D.C.', 'Economy of Washington, D.C.', 'Washington, dc', 'US-DC', 'Dist. of Columbia', 'Wash., D.C.', 'District of colombia', 'Washingotn, DC', 'Education in Washington, D.C.', 'Washington (DC)']"
"Which African country is bordered by Ivory Coast to the west, Burkina Faso to the north and Togo to the east?","['Ghana', 'Ghanian', 'Ghanaian Republic', 'Etymology of Ghana', 'Ghanan', 'The Democradic Republic of Ghana', 'The country Ghana', 'Black Star of Africa', 'Republic of Ghana', 'Ghana homeland', 'State of Ghana', 'ISO 3166-1:GH', 'Republic Of Ghana', 'Ghanaian', 'The Republic Of Ghana', 'Republic Ghana']"
"In the song, 'The House of the Rising Sun' is in which city?","['Big EZ', 'New Orléans, LA', 'Nouvelle-Orleans', 'No Orleans', 'City of New Orleans, Louisiana', 'New Orleans, Louisiana, U.S.A.', 'City of new orleans', 'Orleans Parrish', ""N'awlins"", 'New Orlean', 'New Orleans, La.', 'Orleans Parish/New Orleans, Louisiana', 'Orléans, Louisiana', 'Orleans Parish, LA', 'New Orleans', 'New Orleans County', 'The Big EZ', 'Nawlins', 'Little Woods, New Orleans', 'Orleans, Louisiana', 'New Orléans', 'Orleans Parish/City of New Orleans, Louisiana', 'North Shore Broadcasting', 'Entercom (New Orleans)', 'New Orleans (La.)', 'NOLA', 'Nouvelle-Orléans', 'New Orleans, USA', 'New Orleans, Lousiana', 'UN/LOCODE:USMSY', 'No Orleans, Louisiana', 'New Orleans, Louisiana, USA', 'The City of New Orleans', 'Orleans Parish, Louisiana', 'New Orleans (LA)', 'Cresent City', 'Orleans Parish', 'City of New Orleans', 'The Big Easy', 'The Crescent City', 'Big Easy', 'Parish of Orleans', 'La Nouvelle-Orleans', 'Nova Orleans', 'Choppa city', 'La Nouvelle-Orléans', 'New Orlians', 'The City That Care Forgot', 'New Orleans, Louisiana', 'Norleans', 'New orleans', 'New Orleans, LA', 'New Orleans , LA', 'New Orléans, Louisiana']"
To within 5 years in which year was Ghandi born ?,['1874 - 1884']
"In the UK game of Monopoly, what is the card colour of the Vine Street property?","['Orange (album)', 'Orangeishness', 'Orange (film)', 'Orangishness', 'Orangeishly', 'Orangishly', 'Orange', 'Oranfe', 'Orange (disambiguation)']"
"Body language - when comparing people - varies according to a person's age, condition and context?","['Definitely (disambiguation)', 'Definitely', 'Definiteness (disambiguation)']"
How many jumps are in the Grand National?,"['30', 'thirty']"
"Which actor starred in both The Magnificent Seven and The Good, The Bad and The Ugly films?","['Eli Herschel Wallach', 'Eli Wallach', 'Ely Wallach']"
Which city is in the Chao Phraya River delta?,"['Krung-devamahanagara amararatanakosindra mahindrayudhya mahatilakabhava navaratanarajadhani puriramasya utamarajanivesana mahasthana amaravimana avatarasthitya shakrasdattiya vishnukarmaprasiddhi', 'Capital of Thailand', 'Bangkok Bus', 'Bangkok Special Governed District', 'Bangkok Province', 'KrungThepMahaNakhon', 'Krung Thep Municipality, Thailand', 'Bangkok province', 'Bangkock', 'Krungthepmahanakornamornratanakosinmahintarayutthayamahadilokphopnopparatrajathaniburiromudomrajaniwesmahasatharn', 'Bangkok/weatherbox', 'Krungthep Mahanakhon Amonrattanakosin Mahintharayutthaya Mahadilokphop Noppharatratchathani Burirom-udomratchaniwet Mahasathan Amonphiman Awatansathit Sakkathattiya Witsanu Kamprasit', 'Bangkok, Thailand', 'Krungthepmahanakornamornratanakosinmahintarayutthayamahadilokphop nopparatrajathaniburiromudomrajaniwesmahasatharn amornphimarnavatarnsathitsakkattiyavisanukamprasit', 'Bangkok', 'UN/LOCODE:THBKK', 'Krung Thep Mahanakhon Province, Thailand', 'Krung Thep municipality, Thailand', 'กรุงเทพมหานคร', 'Krung Thep Mahanakhon Amon Rattanakosin Mahinthara Ayuthaya Mahadilok Phop Noppharat Ratchathani Burirom Udomratchaniwet Mahasathan Amon Piman Awatan Sathit Sakkathattiya Witsanukam Prasit', 'Krungthepmahanakhon Amonrattanakosin Mahintharayutthaya Mahadilokphop Noppharatratchathaniburirom Udomratchaniwetmahasathan Amonphimanawatansathit Sakkathattiyawitsanukamprasit', 'Krung Thep Maha Nakhon', 'Culture of Bangkok', 'Krungthepmahanakornamornratanakosinmahintarayutthayamahadilokphopnopparatrajathaniburiromudomrajaniwesmahasatharnamornphimar- navatarnsathitsakkattiyavisanukamprasit', 'Krungthepmahanakornamornratanakosinmahintarayutthayamahadilokphopnopparatrajathaniburiromudomrajaniwesmahasatharnamornphimarnavatarnsathitsakkattiyavisanukamprasit', 'Bangcock', 'Buses in bangkok', 'Krung thep mahanakhon bovorn ratanakosin mahintharayutthaya mahadilok pop noparatratchathani burirom udomratchanivetmahasathan amornpiman avatarnsathit sakkathattiyavisnukarmprasit', 'Krung-dēvamahānagara amararatanakosindra mahindrayudhyā mahātilakabhava navaratanarājadhānī purīrāmasya utamarājanivēsana mahāsthāna amaravimāna avatārasthitya shakrasdattiya vishnukarmaprasiddhi', 'Krungthep mahanakhon amon rattanakosin mahintara ayuthaya mahadilok popnopparat ratchathani burirom udomratchaniwet mahasathan amonpiman avatansathit sakkathattiya visnukamprasit', 'Krung Thep Mahanakhon Amon Rattanakosin Mahinthara Yuthaya Mahadilok Phop Noppharat Ratchathani Burirom Udomratchaniwet Mahasathan Amon Piman Awatan Sathit Sakkathattiya Witsanukam Prasit', 'Krung Thep municipality', 'Bankok', 'Bang Makok', 'Krungthepmahanakornamornratanakosinmahintarayutth...', 'Krung Thep Maha Nakhon Amon Rattanakosin Mahinthara Ayutthaya Mahadilok Phop Noppharat Ratchathani Burirom Udom Ratchaniwet Mahasathan Amon Phiman Awatan Sathit Sakkathattiya Witsanu Kamprasit']"
Which car company makes the 'Matiz'?,['DAEWOO (accept Chrysler)']
"""What is the first line of the hymn """"Jerusalem""""?""","['Albion Flour Mills', 'Jerusalem (poem)', 'And did those feet in ancient time', 'Jerusalem (anthem)', 'And did those feet', 'Jerusalem (Hymn)', 'And Did Those Feet', 'Dark Satanic Mills', 'Jerusalem (hymn)', 'And did those feet in ancient times', ""England's mountains green"", 'Green and pleasant land']"
"Writing about a 1980s Oscar snub, what two movies was Roger Ebert referring to when he mentioned the irony of a movie with white people in a land of blacks winning and one with black people in a white land losing?",['Out of Africa and The Color Purple']
What is the name of Japan's currency?,"['Gallery of Japanese paper money', 'Yen', 'Japanese Yen', '円', 'JPY', 'Japanese money', 'Gallery of Japanese banknotes', 'Japanese yen', 'Coins of Japan', 'Japan Yen', 'Japan currency', 'Japanese en', 'Japanese rin', 'Japanese sen']"
"What gives the game of crib, or cribbage, its name?",['The crib of cards sequestered for the dealer as part of a deal']
What type of paint was made out of pigment and egg yolk?,"['Tempera grassa', 'Tempera paint', 'Tempera Painting', 'Egg tempera', 'Tempera painting', 'Tempera', 'Tempera-painting', 'Poster color']"
"""Which TV series shown on BBC3 in 2013 stars Luke Newbury as """"Kieren"""" a recovering zombie?""","['In the Flesh (album)', 'In the Flesh (song)', 'In the Flesh', 'In the Flesh (film)', 'In the Flesh (Pink Floyd)', 'In The Flesh,', 'In The Flesh', 'In the Flesh (disambiguation)']"
Which British boxer became WBA Heavyweight Champion in 2009?,['DAVID HAVE']
"Named after an American scientist, what is the SI derived unit of Inductance?","['Henry (disambiguation)', 'Henry (crater)', 'Henry (European rulers)', 'Henry (crater) (disambiguation)', 'Henry']"
In which country did the Incas live,"['Lower Peru', 'Name of Peru', 'Republic of Peru', 'Etymology of Peru', 'ISO 3166-1:PE', 'Piruw', 'Peruano', 'República del Perú', 'El Perú', 'Republic of Perú', 'Peruvian Republic', 'Peru', 'Peruvian', 'Péru', 'Piruw Ripuwlika', 'El Peru', 'Perú', 'Perù', 'Piruw Suyu', 'Pérou', 'Peruvia']"
What is the only internal human organ capable of natural regeneration of lost tissue?,"['Impressio duodenalis', ""Glisson's sheath"", 'Livers', 'Fetal liver', 'Impressio gastrica hepatis', 'Impressio renalis hepatis', 'Diaphragmatic surface of liver', 'Human livers', 'Suprarenal impression', 'Impressio colica hepatis', 'Gastric impression on the liver', 'Duodenal impression', 'Calves liver', 'Colic impression on liver', 'Capsula fibrosa perivascularis', 'Renal impression on liver', 'Gastric impression', 'Liver', 'Impressio suprarenalis hepatis', 'Liver metabolism', 'Visceral surface of liver', 'Liver sauce', 'Glissons capsule', 'Duodenal impression on liver', 'Impressio gastrica', 'Impressio renalis', 'Couinaud segment', 'Liver capsule', 'Impressio duodenalis hepatis', 'Peritoneal attachments of liver', 'Iecur', 'Human liver', 'Hepatic metabolism', 'Hepatic', 'Hepatic production', 'Gastric impression on liver', 'Colic impression', 'Fibrous capsule of glisson', 'Suprarenal impression on liver', 'Lobus hepatis', 'Impressio colica', 'Hepar', 'Glisson’s capsule', 'Human Liver', ""Glisson's capsule"", 'Jecur', 'Liver lobe', 'Liver Tissue Blood Flow', 'Fibrous capsule of liver', 'Renal impression', 'Glissons sheath', 'Impressio suprarenalis', 'Fibrous capsule of Glisson']"
Which famous emblem was designed by Charles Sykes and modelled on Eleanor Thornton?,"[""Rolls Royce's Spirit of Ecstasy""]"
What is the force that brings moving bodies to a halt called,"['Frictional Force', 'Coefficient of sliding friction', 'Limiting friction', 'Static friction', 'Angle of friction', 'Frictionless', 'Internal friction', 'Coefficient of static friction', 'Kinetic Friction', 'Frictional force', 'Friction physics', 'Sliding Friction', 'Static Friction', 'Friction angle', 'Starting friction', 'Kinetic friction', 'Coefficient of kinetic friction', 'Sliding friction', 'Starting Friction', 'Frictional coefficient', ""Coulomb's law of friction"", 'Friction coefficient', 'Dry friction', 'Coefficient of friction', 'Dynamic friction', 'Friction', 'Contact friction', 'Force of friction', 'Friction coefficients', 'Coulomb friction']"
"""What is the name for an enthusiast for the TV series """"Star Trek""""?""","['Star Trek/Trekker', 'Star Trek Fan', 'Trekkies', 'Trekky', 'Treckie', 'Starfleet Command (fan group)', 'Star Trek Fandom', 'Trekker (disambiguation)', 'The Communique', 'STARFLEET International', 'The Communiqué', 'Trecky', 'Star Trek fandom', 'Starfleet International', 'Trekdom', 'STARFLEET Command (fan group)', 'Trekker', 'Trekkie', 'Star Trek/Trekkies', 'Star Trek Fans', 'Trekie', 'Trekkers', 'Star Trek Welcommittee', 'Star Trek/Trekkers']"
"What phrase used by the US during the Cold War to justify American intervention around the world, suggested that if any country came under the influence of communism, the surrounding countries would follow?","['Domino principle', 'Domino theory', 'Falling domino principle', 'Domino Theory']"
What was the name of the parrot who taught Doctor Dolittle to talk to the animals?,"['Polynesian islands', 'Geography of Polynesia', 'Polynesian countries', 'Polynesian expansion', 'History of the Polynesian people', 'Polynesia', 'South Sea island', 'South Sea Islands', 'POLYNESIA', 'Islands of Polynesia']"
What star sign is shared by peter Gabriel and Stevie Wonder?,"['Tarus', 'Taurus (disambiguation)', 'Taurus (song)', 'Taurus']"
The Richter scale measures the intensity of what?,"['Seism', 'Earthquake', 'Seismic event', 'The kinds of earthquakes', 'Seismically active', 'Low-magnitude earthquake', 'Earth tremor', 'Causes of earthquakes', 'Seismic movement', 'Earth quakes', 'Earthshake', 'Seismic activity', 'Quake weapons', 'Seismicity', '地震', 'Earth quake', 'Main shock', 'Site effects (earthquake)', 'Earthquakes', 'Speedjump', 'Tectonic earthquake']"
Who starred as unconventional English teacher John Keating in the 1989 film Dead Poets Society?,"['Robin Willaims', 'Marty Fromage', 'Sudy Nim', 'Robin Williams: Live on Broadway', 'Throbbing Python of Love', 'Cody A. Williams', 'Zachary Williams', 'Zak Williams', 'Robbin Williams', 'Ray D. Tutto', 'Robin williams', 'Zachary Pym Williams', 'Pecos Bill (album)', 'ROBIN WILLIAMS', 'Robin williams off the wall', 'Robin williams live on broadway', 'Robin Williams', 'Susan Schneider', 'Cody Alan Williams', 'Robin McLaurin Williams', 'Valerie Velardi', 'Robin McLaurim Williams']"
"Which pop group have had UK number one hits with 'Bring It Back', 'Never Had A Dream Come True', 'Don't Stop Movin'', and 'Have You Ever'?","['Sclub7', 'S Club (7)', 'S-club 7', 'S CLUB 7', 'S Club Seven', 'S Club7', 'S Club 5', 'S Club 3', 'S Club 7', 'S Club']"
"Which Gilligans Island character had the unique ability to construct just about anything necessary to survive from coconuts and bamboo (including a way to recharge batteries), but couldn't be arsed to fix a 2 foot hole in a boat?","['Professor (disambiguation)', 'The Professor']"
Which cyclist was BBC Scotland Sports Personality of the Year in 2003 and 2008?,"['Christopher Hoy', 'Chris Hoy', 'CHRIS HOY', 'Christopher Andrew Hoy', 'Sir Chris Hoy']"
Which terrorist gang murdered Christian Democrat leader Aldo Moro,"['Brigate rosse', 'Brigate Rosse', 'Red Brigades', 'Red Brigade', 'The Red Brigade', 'Brigate-Rosse', 'Italian Red Brigade', 'The Red Brigades', 'Italian Red Brigades', 'Red Brigades - Union of Combatant Communists']"
Where was the 1972 winter Olympics held for the first time?,['Sapporo/Japan/Asia']
"Who led a team to make the Cumberland Gap, a way through the Appalachian Mountains, accessible to pioneers, who used it to journey into the western frontiers of Kentucky and Tennessee?","['Daniel boone', 'Daniel Boon', 'Daniel Boone']"
What is the capital city of Bahrain?,"['Al Manamah', 'Manama, Bahrain', 'Al-Manâmah', 'Al-Manamah', 'Al Manāmah', 'Manamah', 'Manâmah', 'Al-Man', 'Manama', 'Al Manama', 'Al Manamha', 'Al-Manamha', 'Capital of Bahrain', 'Al-Manāmah', 'Manamha', 'Al Manâmah', 'Al-Manama', 'MANAMA']"
"""What rich chocolately product allowed kids to send in for """"secret decoder rings""""?""","['Ovaltine', 'Ovomaltine', 'Ovalmaltine']"
Where was ex-British Prime Minister Tony Blair born?,"['The Scottish Nation', 'Scotlander', 'Scotland', 'Northern Great Britain', 'Scot Land', 'Scottland', 'Scotlanders', 'Scotland, UK', ""Scotland's"", 'Scottish nation', 'North Great Britain', 'Autonomous Province of Scotland', 'Scottish Nation', 'Communications in Scotland', 'Maps of scotland', 'North of Great Britain', 'Scotia minor', 'Auld Country', 'Scotchland', 'H-Alba', 'SCOTLAND', 'East coast of Scotland']"
Fanny Sunesson was the regular and highly successful caddie for which major golfer between 1990 and 1999?,"['Faldo Series', 'Nicholas Alexander Faldo', 'Nicholas Faldo', 'Nick Faldo', 'Sir Nick Faldo']"
"What London landmark has served as the Royal Mint, the Public Records Office, a royal menagerie, a residence and a prison?","['London Tower', 'The Tower of London', 'Tower of london', 'Tower of London museum', 'Tower Wharf', ""Her Majesty's Royal Palace and Fortress"", 'The Tower Of london', 'Tower of London', 'The Tower Of London', 'Salt Tower', 'The London Tower', 'Gwynfryn, London', 'Towers Stairs', 'Martin Tower (Tower of London)', 'Bloody tower']"
"What is the capital of the province of Newfoundland and Labrador, Canada?","[""St.John's"", 'Saint johns (disambiguation)', ""St John's"", ""St john's (disambiguation)"", 'Saint Johns', 'Saint John´s', ""Saint John's (disambiguation)"", 'St. John’s', ""St john's"", 'Saint John‘s', 'St johns (disambiguation)', 'St. Johns', ""St. John's"", 'St.Johns', ""Saint John's"", 'St Johns']"
The volume of (soccer) football (regulation adult 70cm circumference) is approximately how many litres?,"['5.8', 'five point eight']"
"In September 2003, who was the first to cross the Atlantic Ocean in an open wicker basket beneath a hot air balloon?","['David Hempleman-Adams', 'David Hempleman Adams']"
Which prime minister took Britain into the European Community in 1973?,"['Sir Edward Heath', 'Shadow Cabinet of Edward Heath II', 'Shadow Cabinet of Edward Heath (1974–1975)', 'Edward Heath', 'Edward Richard George Heath', 'Ted Heath', 'Edward R. G. Heath']"
"For a point each, name the 5 states surrounding the Commonwealth of Massachusetts.","['Rhode Island, Connecticut, New York, Vermont, New Hampshire']"
What is a terrifying and disturbing dream?,"['Nightmarishness', 'Treating Nightmares', 'Mortriden', 'Treating nightmares', 'Nightmare', 'Nitemare', 'Nightmares', 'Nightmarish', 'Nightmarishly']"
"What was the former name of the Willis Tower in Chicago, USA?","['Sears Towers', 'Skydeck', 'Willis Tower', ""Sear's Tower"", 'Sears tower', '233 South Wacker Drive', 'The Willis Tower', 'Willis tower', 'Sears Tower', 'The Sears Tower', 'Skydeck Ledge']"
